Order ID,Customer Zip Code,Product,Purchase Date,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Customer Name,Customer State,Customer City
1-7360353-4-7,81479,Green Tea,4/30/2021,Dr. Pepper,Tea,295,3306,4876,-1570,John Burns,Georgia,East Stephanie
0-7265-6926-7,29800,Vodka,11/10/2022,Dr. Pepper,Alcoholic,529,9378,7556,1822,Christine Underwood,Wyoming,Perezfort
1-4448-3321-9,68034,Black Tea,2/11/2023,Pepsi,Tea,464,8816,6706,2110,Amanda Rodriguez,West Virginia,North Lisahaven
1-240-82701-6,98488,Cola,5/13/2020,Pepsi,Soft Drink,166,9520,2605,6915,Steven Roberts,Minnesota,Lake Lisafort
0-314-03821-3,89165,Vodka,3/17/2021,Coca-Cola,Alcoholic,470,4923,4371,552,Maria Browning,Rhode Island,North Erica
0-604-98601-7,20028,Coffee,3/14/2023,Pepsi,Coffee,471,2183,862,1321,Kelly Medina,New Mexico,New Dorothy
0-9770898-2-7,6136,Beer,7/23/2020,Coca-Cola,Alcoholic,579,1494,756,738,Tony Zavala,Maryland,East Kennethhaven
0-343-19176-8,68103,Black Tea,6/18/2022,Dr. Pepper,Tea,153,1043,6242,-5199,Tammy Contreras,Kansas,West Stephanie
1-00-594533-0,35196,Wine,9/18/2020,Coca-Cola,Alcoholic,227,1751,4490,-2739,Christina Black,Washington,New Adamville
0-482-04235-4,62277,Coffee,5/25/2022,Pepsi,Coffee,114,4712,2923,1789,Jamie Mitchell,Ohio,Gavinside
0-618-17667-5,5371,Black Tea,6/8/2021,Dr. Pepper,Tea,575,9685,4229,5456,Jennifer Jordan,Georgia,Lake Thomasville
0-489-10488-6,98434,Wine,6/22/2022,Coca-Cola,Alcoholic,523,9671,6391,3280,Julie Mccoy,Illinois,Danielville
1-231-42382-X,64584,Lemonade,4/14/2023,Coca-Cola,Soft Drink,136,9958,617,9341,Alicia Olson MD,Vermont,East Evan
0-9967927-2-4,8537,Cola,5/18/2023,Pepsi,Soft Drink,353,4386,2459,1927,Rebecca Warren,Colorado,Port Timothy
1-125-38829-3,48708,Beer,2/7/2022,Coca-Cola,Alcoholic,982,6980,7221,-241,Angela Roy,Iowa,Port Justin
1-112-58389-0,84334,Wine,10/29/2021,Dr. Pepper,Alcoholic,465,5918,5344,574,Robert Smith,Virginia,Evanhaven
0-598-44333-9,98967,Wine,2/13/2022,Dr. Pepper,Alcoholic,202,3852,4434,-582,Steven Walker,New Mexico,Greerburgh
0-468-79723-8,8294,Green Tea,1/9/2023,Dr. Pepper,Tea,834,7296,608,6688,Lisa Frazier,Montana,Jacksonton
1-308-13055-4,84059,Coffee,5/31/2020,Coca-Cola,Coffee,777,5359,1153,4206,Daniel Martin,Pennsylvania,Williamsstad
0-232-77178-2,13401,Vodka,2/23/2021,Pepsi,Alcoholic,236,6390,3801,2589,Nicholas Henson,Kentucky,North Jermainefort
0-609-22087-X,55834,Cola,4/13/2021,Dr. Pepper,Soft Drink,952,7176,7096,80,Lisa Jackson,Vermont,Jenniferview
1-56534-197-X,98295,Beer,3/14/2022,Pepsi,Alcoholic,995,1907,3531,-1624,Johnny Alvarez,Pennsylvania,Priceberg
1-85069-701-9,50880,Wine,3/25/2023,Dr. Pepper,Alcoholic,888,2984,7703,-4719,Carrie Webb,Iowa,Justinview
1-888715-01-4,6288,Beer,2/3/2021,Pepsi,Alcoholic,808,3926,7399,-3473,Rebecca Smith,Montana,Port Sandra
1-68701-964-9,83478,Lemonade,3/21/2022,Coca-Cola,Soft Drink,431,6097,958,5139,Cassandra Alexander,Rhode Island,Crystalland
1-80865-478-1,26568,Vodka,7/7/2021,Coca-Cola,Alcoholic,165,5595,6069,-474,William Stone,Virginia,Cruzstad
0-10-973075-5,29208,Coffee,5/26/2022,Dr. Pepper,Coffee,1000,1453,7439,-5986,Ashley White,Wisconsin,Elizabethhaven
0-631-49732-3,31209,Herbal Tea,10/15/2021,Pepsi,Tea,337,2302,5102,-2800,Caroline Wiggins,Colorado,Lake Brian
0-18-188171-3,3812,Green Tea,2/21/2020,Pepsi,Tea,229,4144,3017,1127,Kristin Harvey,California,Hermanbury
0-200-72108-9,84083,Energy Drink,10/15/2020,Dr. Pepper,Soft Drink,160,8393,774,7619,Michael Stevenson,West Virginia,North Miguelton
0-438-51199-9,6060,Cola,8/4/2020,Pepsi,Soft Drink,505,7652,3893,3759,Jennifer Murphy,Michigan,Brendamouth
1-4459-8911-5,85738,Energy Drink,1/12/2021,Dr. Pepper,Soft Drink,114,1640,5672,-4032,Heather Sutton,Nevada,South Robert
1-5376-0455-4,19719,Black Tea,4/13/2023,Pepsi,Tea,940,5301,6357,-1056,Dustin Aguirre,New York,Blackburnmouth
1-60133-903-8,80076,Coffee,7/1/2021,Coca-Cola,Coffee,190,4916,4112,804,Amanda Hopkins,Wyoming,Adamshire
0-431-72912-3,70916,Coffee,6/2/2020,Dr. Pepper,Coffee,779,8660,1374,7286,Andrew Jones,West Virginia,Port Briannabury
1-4778-5378-2,35038,Lemonade,12/4/2020,Coca-Cola,Soft Drink,317,6872,1815,5057,Barbara Phillips,Utah,East Jasonstad
1-61570-083-8,51297,Black Tea,1/11/2020,Coca-Cola,Tea,615,4357,1575,2782,Roger Houston,Georgia,Dylanberg
0-258-58533-1,59871,Energy Drink,12/2/2021,Coca-Cola,Soft Drink,802,5600,6284,-684,Dr. Marcus Clayton V,West Virginia,North Edward
0-312-57185-2,63487,Green Tea,6/7/2023,Dr. Pepper,Tea,531,4782,6104,-1322,Diana Howard,Texas,Stephaniehaven
1-964287-70-7,98023,Green Tea,6/19/2020,Coca-Cola,Tea,343,3384,7638,-4254,Kimberly Cole,Kentucky,West Danielview
0-04-683486-9,87093,Lemonade,7/23/2023,Pepsi,Soft Drink,404,3839,7768,-3929,Michael Howard,Alaska,Warrenchester
0-06-190672-7,83235,Cola,1/27/2021,Dr. Pepper,Soft Drink,374,2634,2482,152,Karen Chang,North Dakota,West Anthonymouth
0-9845276-6-4,5138,Herbal Tea,3/13/2022,Dr. Pepper,Tea,328,1672,4301,-2629,Shane Hoffman,Hawaii,Jasonburgh
0-298-66039-3,95455,Lemonade,8/28/2021,Dr. Pepper,Soft Drink,625,8871,5275,3596,Tonya Brown,Hawaii,North Kathystad
1-5216-3518-8,96715,Cola,9/29/2020,Dr. Pepper,Soft Drink,396,2050,3244,-1194,James Roberts Jr.,Hawaii,Gallegoshaven
1-888891-25-4,20013,Green Tea,6/15/2023,Pepsi,Tea,106,3459,4463,-1004,Katherine Lynch,West Virginia,Port Alexmouth
0-308-49059-2,87814,Wine,6/26/2022,Coca-Cola,Alcoholic,897,2577,6891,-4314,Dana Cervantes,Alaska,West Rachel
1-58090-423-8,97792,Herbal Tea,3/28/2022,Coca-Cola,Tea,118,1243,1416,-173,Lisa Acosta,Pennsylvania,Thompsonbury
0-247-97378-5,83080,Vodka,4/25/2022,Coca-Cola,Alcoholic,384,9149,7027,2122,Ruth Gardner,Montana,Andrewtown
1-76839-348-6,38759,Energy Drink,6/30/2021,Dr. Pepper,Soft Drink,531,7861,2671,5190,Erik Davis,Virginia,Cassidyside
0-19-283896-2,66739,Coffee,6/24/2022,Pepsi,Coffee,930,8213,4516,3697,Debbie Gonzalez,Washington,North Raymondhaven
0-289-09553-0,19846,Herbal Tea,11/17/2021,Pepsi,Tea,425,7546,1909,5637,Melanie Meyer,Minnesota,Lake Melissa
1-326-73064-9,98325,Green Tea,1/10/2020,Pepsi,Tea,128,2843,7618,-4775,Jennifer Gregory,Pennsylvania,East Robert
1-7344443-6-3,21821,Cola,10/22/2020,Pepsi,Soft Drink,538,3363,1822,1541,Jennifer Schaefer,Utah,New Andre
0-586-82190-2,66707,Coffee,3/3/2020,Pepsi,Coffee,396,1519,5715,-4196,Shirley Kim,Oregon,Taylorland
1-56605-597-0,11517,Wine,4/20/2023,Coca-Cola,Alcoholic,727,4446,5143,-697,Rebecca Jordan DVM,Nebraska,Port Jacob
1-84243-180-3,7764,Coffee,7/25/2022,Pepsi,Coffee,494,3667,4855,-1188,Trevor Smith,Washington,East Dawn
1-02-470250-2,34370,Black Tea,9/19/2020,Coca-Cola,Tea,398,6173,3556,2617,Michael Hart,Indiana,South Joelport
1-70231-735-8,20011,Herbal Tea,8/5/2022,Dr. Pepper,Tea,265,8542,3647,4895,Carla Gross,Utah,Mariaside
1-72571-012-9,68051,Energy Drink,5/2/2023,Coca-Cola,Soft Drink,629,7835,4008,3827,Victoria Bonilla,Indiana,Woodview
1-55129-138-X,80609,Wine,12/18/2021,Pepsi,Alcoholic,118,8301,7011,1290,Michael Graham,Colorado,West Christopher
0-609-03052-3,2938,Energy Drink,9/18/2020,Pepsi,Soft Drink,273,7379,3393,3986,Steven Johnson,Wisconsin,East Sabrina
1-131-79496-6,31523,Green Tea,10/25/2022,Coca-Cola,Tea,532,9071,3877,5194,Kevin Brady,Wyoming,South Jessicabury
1-71523-710-2,33027,Lemonade,7/3/2021,Dr. Pepper,Soft Drink,788,3145,1575,1570,Debbie Marquez,New Hampshire,West Sandramouth
0-425-66514-3,42473,Energy Drink,1/20/2023,Coca-Cola,Soft Drink,982,7625,1776,5849,Daniel Hoover,Iowa,Myersside
0-524-31366-0,5300,Vodka,6/28/2020,Pepsi,Alcoholic,267,3322,1301,2021,Rachel Rojas,New Jersey,New Jeffreystad
0-2285-7406-4,83462,Vodka,1/6/2021,Coca-Cola,Alcoholic,248,2154,3920,-1766,Anthony George,Michigan,Joshuamouth
1-83628-766-6,65231,Green Tea,10/27/2022,Coca-Cola,Tea,337,3685,7575,-3890,David Clark,Nevada,East Elaineville
0-7113-7147-4,88412,Vodka,1/5/2021,Coca-Cola,Alcoholic,492,5089,6191,-1102,Roy Guerrero,New York,Lake Moniquebury
0-283-04107-2,5445,Beer,1/18/2021,Dr. Pepper,Alcoholic,943,4906,5325,-419,Robert Murillo,Maine,Gregorybury
0-01-774777-5,32747,Energy Drink,1/21/2023,Coca-Cola,Soft Drink,423,8743,6521,2222,Nicholas Davis,Vermont,Port Ashley
0-223-41182-5,11753,Green Tea,1/31/2020,Pepsi,Tea,725,9960,1601,8359,Steven Garcia,Arkansas,New Jason
1-185-25466-8,99764,Coffee,3/26/2022,Coca-Cola,Coffee,498,1743,2519,-776,Ryan Farley,Alabama,Andrewstad
0-351-03873-6,21048,Green Tea,7/2/2020,Pepsi,Tea,982,6535,6538,-3,Shelby Raymond,Oklahoma,Muellerfort
1-08-501658-7,19887,Coffee,11/30/2022,Pepsi,Coffee,348,1373,758,615,Ernest Webb,Washington,Johnshire
1-315-37542-7,29619,Beer,4/7/2022,Dr. Pepper,Alcoholic,626,7466,1369,6097,Larry Harris,California,Mayoburgh
0-02-264586-1,60221,Vodka,4/20/2020,Coca-Cola,Alcoholic,402,1400,3750,-2350,Timothy Joseph,Hawaii,West Ryanview
0-499-88569-4,33856,Beer,7/7/2021,Dr. Pepper,Alcoholic,890,3199,1421,1778,Dustin Contreras,Connecticut,Watkinsbury
0-287-17248-1,38542,Vodka,3/10/2022,Dr. Pepper,Alcoholic,415,9361,7239,2122,Robert Watkins,Texas,Lake Catherine
1-86889-567-X,76894,Black Tea,1/31/2021,Pepsi,Tea,545,4496,7825,-3329,Teresa Johns,New York,Newtonton
1-63384-877-9,2851,Coffee,8/2/2020,Coca-Cola,Coffee,353,7108,1419,5689,Holly Bailey,Louisiana,Simpsonfurt
1-925684-81-4,41483,Coffee,8/26/2021,Pepsi,Coffee,545,5642,6553,-911,Cynthia Morgan,Vermont,Douglasport
1-996333-32-1,59127,Beer,7/26/2023,Pepsi,Alcoholic,860,1928,4548,-2620,Richard Rowe,Arizona,South Deannaview
1-4855-4573-0,6339,Herbal Tea,3/26/2022,Dr. Pepper,Tea,997,7926,6105,1821,Daniel Vance,New Jersey,Susanburgh
0-572-66580-6,31502,Herbal Tea,7/12/2023,Coca-Cola,Tea,674,6048,1150,4898,Sandra Hardy,New York,Bryanside
0-430-90549-1,21513,Cola,4/6/2022,Coca-Cola,Soft Drink,263,6140,5836,304,Michael Carter,Oregon,East Kevin
0-00-387751-5,47897,Wine,8/21/2021,Dr. Pepper,Alcoholic,792,2624,4248,-1624,Derek Lewis,Colorado,Kingbury
1-362-34760-4,53833,Wine,8/31/2021,Pepsi,Alcoholic,747,1201,4830,-3629,Catherine Bennett,Maine,Cartertown
0-03-378019-6,41523,Wine,5/21/2021,Coca-Cola,Alcoholic,333,9746,3298,6448,Benjamin Young,Nebraska,Westmouth
0-492-21309-7,85630,Black Tea,7/14/2020,Coca-Cola,Tea,748,1800,4143,-2343,Jonathan Brown,Rhode Island,Port Vincent
0-355-73096-0,99198,Wine,5/8/2020,Coca-Cola,Alcoholic,305,5380,5585,-205,Kyle Turner,North Carolina,South Deborah
0-00-718250-3,49109,Cola,3/8/2023,Coca-Cola,Soft Drink,217,1586,3641,-2055,Carrie Lewis,New Mexico,East Christopher
0-9630102-0-4,43486,Cola,4/11/2023,Coca-Cola,Soft Drink,115,5015,6470,-1455,Brooke Allen,Alabama,Kimberlychester
1-86748-693-8,20002,Vodka,8/29/2022,Dr. Pepper,Alcoholic,908,5092,6700,-1608,Peter Bell,Florida,South Chris
1-82100-533-3,84298,Black Tea,3/28/2020,Coca-Cola,Tea,696,6586,5405,1181,Veronica Williams,Nebraska,West Kimside
0-640-67863-7,53822,Wine,12/23/2020,Coca-Cola,Alcoholic,405,5002,6680,-1678,Jacob Casey,New York,North Jessica
1-67278-103-5,27350,Black Tea,9/22/2020,Coca-Cola,Tea,784,6807,6339,468,Ashley Reed,Pennsylvania,West Morganchester
1-4989-4011-0,53005,Lemonade,3/10/2023,Dr. Pepper,Soft Drink,163,3258,2647,611,Lisa Wilkinson,Pennsylvania,Delacruzville
0-423-24086-2,99627,Vodka,12/28/2021,Pepsi,Alcoholic,864,9036,3637,5399,Anthony Mullins,Nebraska,Lopezshire
1-319-46092-5,70131,Beer,2/17/2021,Dr. Pepper,Alcoholic,118,6456,5925,531,Mariah Mcdonald,South Dakota,Lake Kristine
1-64031-967-0,35920,Herbal Tea,3/23/2022,Dr. Pepper,Tea,523,8135,3342,4793,Christopher Lee,West Virginia,Kathleenbury
0-86735-530-1,83787,Coffee,3/24/2023,Pepsi,Coffee,603,2468,6847,-4379,Gary Hart,Pennsylvania,East Mary
1-4413-9521-0,59206,Green Tea,7/2/2023,Pepsi,Tea,222,9454,3632,5822,Martha Moore,Michigan,South Jessica
0-05-280813-0,2868,Cola,12/19/2022,Dr. Pepper,Soft Drink,787,3083,3166,-83,Robert Wall,Minnesota,East Matthew
0-85419-070-8,44352,Cola,5/10/2023,Dr. Pepper,Soft Drink,101,1259,6865,-5606,Jennifer Lewis,Kentucky,Emilyville
0-351-54923-4,36681,Energy Drink,11/2/2021,Coca-Cola,Soft Drink,690,8417,5782,2635,Allison Scott,Rhode Island,Lake David
0-696-57714-3,58647,Green Tea,7/8/2023,Pepsi,Tea,101,1007,808,199,Gail Dawson,Maryland,Harmonberg
1-367-29898-9,50871,Wine,4/21/2021,Coca-Cola,Alcoholic,387,4151,5932,-1781,Anthony Hart,Rhode Island,South Kennethmouth
1-02-086915-1,85587,Lemonade,3/11/2020,Coca-Cola,Soft Drink,572,1853,6165,-4312,Haley Blake,Indiana,Aliciachester
0-403-49867-8,57688,Cola,1/23/2021,Pepsi,Soft Drink,741,5863,4413,1450,Kim English,Indiana,Lake Philipmouth
0-15-865007-7,63314,Black Tea,3/21/2022,Dr. Pepper,Tea,864,9262,4144,5118,Carrie Yoder,Delaware,North Charlesberg
0-9696691-6-X,57648,Energy Drink,3/10/2022,Pepsi,Soft Drink,577,2353,1459,894,Teresa Lewis,Mississippi,Sanchezburgh
1-902650-90-5,21495,Wine,4/9/2021,Coca-Cola,Alcoholic,325,2485,3380,-895,Austin Caldwell,Maine,West Henry
1-80231-860-7,96775,Vodka,8/3/2021,Coca-Cola,Alcoholic,339,9366,7469,1897,Kimberly Wilson,Louisiana,West Kimberlyberg
1-5260-6241-0,87026,Coffee,11/9/2020,Dr. Pepper,Coffee,655,4524,3963,561,Joseph Stone,Arizona,East Kimberlyhaven
1-245-57172-9,6010,Cola,7/8/2022,Coca-Cola,Soft Drink,971,7348,7660,-312,Peter Price,Kansas,Port Kennethtown
1-83295-566-4,57606,Green Tea,11/6/2022,Dr. Pepper,Tea,291,7970,7516,454,James Goodwin,Arizona,Garciashire
0-543-40679-2,13897,Black Tea,7/28/2020,Dr. Pepper,Tea,742,7658,4083,3575,Bobby Lewis,New York,Dominguezton
0-7425-5492-9,6266,Green Tea,8/21/2022,Dr. Pepper,Tea,230,7477,2266,5211,Adam Bell,Oklahoma,New Stephenport
0-312-81237-X,35730,Lemonade,5/24/2022,Pepsi,Soft Drink,525,9160,7239,1921,Rachael Rocha,Oklahoma,Flemingberg
1-59712-687-X,70854,Black Tea,12/17/2020,Coca-Cola,Tea,221,9875,762,9113,Tony Roberts,North Carolina,New Thomasland
1-05-244418-0,15252,Herbal Tea,2/23/2022,Coca-Cola,Tea,529,3519,5702,-2183,Benjamin Edwards,Massachusetts,South Bobbyland
0-366-34861-2,85428,Black Tea,4/30/2020,Coca-Cola,Tea,626,7426,5931,1495,Lynn Fletcher,Ohio,East Jessicaside
0-04-294818-5,87643,Cola,12/6/2020,Coca-Cola,Soft Drink,307,5918,1815,4103,Melissa Robinson,New Hampshire,Petersonbury
1-79990-884-4,63328,Coffee,2/9/2020,Coca-Cola,Coffee,570,2503,2463,40,Kevin Alexander,Montana,Pattersonmouth
1-271-41670-0,84353,Lemonade,8/31/2020,Pepsi,Soft Drink,655,5869,4936,933,Jo Johnson,Mississippi,Port Brandon
1-302-28553-X,22154,Coffee,8/23/2020,Pepsi,Coffee,119,2699,6117,-3418,Lori Rose,Iowa,Davidborough
0-9910388-5-1,49379,Energy Drink,4/18/2021,Pepsi,Soft Drink,630,5193,3754,1439,Jill Drake,Delaware,North Jaymouth
0-601-07221-9,91796,Coffee,4/5/2022,Dr. Pepper,Coffee,364,9248,922,8326,Kayla Berry,Rhode Island,Smithhaven
0-618-58190-1,23284,Vodka,6/16/2022,Coca-Cola,Alcoholic,994,7537,7873,-336,Robert Smith,Virginia,Ruizstad
0-226-68992-1,60823,Lemonade,1/20/2021,Dr. Pepper,Soft Drink,891,3373,7225,-3852,Ryan Jones,Massachusetts,Mcintoshmouth
1-00-347334-2,56597,Herbal Tea,6/19/2020,Coca-Cola,Tea,705,3584,5177,-1593,Lori Richardson,Colorado,Pattersontown
0-06-915348-5,20030,Cola,7/25/2023,Pepsi,Soft Drink,219,4583,3913,670,Caleb Perez,North Carolina,North Kimberg
0-579-56587-4,16209,Beer,6/19/2023,Dr. Pepper,Alcoholic,215,6451,3093,3358,Vincent Williams,Georgia,Port Andrew
1-4513-7283-3,2879,Herbal Tea,4/28/2021,Coca-Cola,Tea,893,3370,1615,1755,Dawn Morris,Massachusetts,East Luis
1-72111-180-8,6287,Vodka,4/16/2022,Coca-Cola,Alcoholic,273,3698,2881,817,Gina Carpenter,Indiana,Johnville
1-59501-451-9,83331,Vodka,1/28/2023,Dr. Pepper,Alcoholic,577,7443,4481,2962,Bryce Hill,California,North Ashleybury
1-77553-045-0,96703,Energy Drink,3/24/2021,Pepsi,Soft Drink,638,5493,6212,-719,Donna Lozano,Missouri,Garciashire
0-7348-2964-7,18600,Lemonade,12/19/2020,Dr. Pepper,Soft Drink,376,8771,6888,1883,Bryan Wilson,Arizona,Murphytown
1-79873-638-1,58727,Lemonade,5/14/2020,Dr. Pepper,Soft Drink,542,7805,5891,1914,Melissa Smith,New Mexico,West Michelle
0-8312-2317-0,38671,Black Tea,7/8/2023,Pepsi,Tea,990,4644,1660,2984,Jennifer Kelley,Iowa,East Diana
0-7642-1571-X,2786,Lemonade,2/4/2023,Coca-Cola,Soft Drink,662,9676,3522,6154,Hannah Harris,Kansas,South Jessicaborough
0-7040-0443-7,84497,Black Tea,11/18/2021,Dr. Pepper,Tea,654,3969,3996,-27,Jenna May,Wyoming,Port Rebeccamouth
0-7940-1944-7,58262,Wine,2/6/2021,Coca-Cola,Alcoholic,932,7840,3047,4793,Courtney Russell,Nevada,Port Lisa
0-910031-83-5,87929,Black Tea,12/28/2022,Pepsi,Tea,888,7801,6934,867,Frank Morrison,Washington,Andersonberg
0-241-82661-6,10336,Vodka,8/9/2022,Dr. Pepper,Alcoholic,852,3596,2770,826,Tyler Ross,New Hampshire,Alyssatown
1-82632-349-X,17554,Wine,3/23/2021,Pepsi,Alcoholic,988,3100,6047,-2947,Andrea Clark,West Virginia,East Williamberg
1-63708-513-3,90896,Vodka,9/30/2021,Coca-Cola,Alcoholic,426,3326,7443,-4117,Marie Stewart,South Dakota,South Dwaynemouth
0-925292-01-X,46995,Energy Drink,5/15/2020,Coca-Cola,Soft Drink,452,2173,3520,-1347,Audrey Garcia,Georgia,Lewischester
0-17-005222-2,21501,Coffee,4/10/2022,Coca-Cola,Coffee,916,5978,2464,3514,Brian Scott,Minnesota,Port Bradleybury
1-04-632190-0,19829,Vodka,7/14/2022,Coca-Cola,Alcoholic,905,6127,1321,4806,Taylor Perez,Wyoming,New Melissa
0-247-00796-X,16200,Vodka,6/10/2022,Pepsi,Alcoholic,469,8725,1673,7052,Michael Morris,Georgia,Matthewside
0-219-42340-7,33374,Beer,2/20/2020,Coca-Cola,Alcoholic,430,7522,2378,5144,Elizabeth Martinez,Maine,Morganfort
0-03-744849-8,5441,Herbal Tea,4/8/2021,Coca-Cola,Tea,374,1584,754,830,Ashley Richardson,Colorado,Roberttown
0-8130-1395-X,82469,Green Tea,3/17/2023,Pepsi,Tea,358,6879,5287,1592,Gina Harrison,West Virginia,South Joshualand
0-19-098796-0,79672,Lemonade,7/27/2022,Dr. Pepper,Soft Drink,501,9969,5694,4275,Lauren Miller,Massachusetts,North Shelby
0-16-134875-0,29050,Wine,10/1/2020,Pepsi,Alcoholic,745,4060,3302,758,Catherine Brown,Vermont,Ericborough
0-467-51538-7,89858,Energy Drink,9/13/2020,Dr. Pepper,Soft Drink,107,7895,5724,2171,Matthew Munoz,Kentucky,Wendyside
0-923458-81-6,35497,Wine,11/11/2021,Pepsi,Alcoholic,984,5259,7060,-1801,Emily Klein,Wyoming,West Willie
1-72191-704-7,93723,Herbal Tea,6/28/2020,Dr. Pepper,Tea,510,8963,5502,3461,Marie Estrada,Virginia,New Amyhaven
0-508-19437-7,62471,Wine,11/3/2020,Dr. Pepper,Alcoholic,868,8651,3261,5390,Joshua Stevenson,North Dakota,New Christopher
1-300-34913-1,97414,Cola,8/1/2021,Dr. Pepper,Soft Drink,375,3571,7437,-3866,Timothy Butler,New Jersey,Scottview
1-357-04102-0,2363,Herbal Tea,10/7/2022,Pepsi,Tea,731,6053,2225,3828,Angela Martin,Nebraska,Johnview
1-81337-761-8,71652,Energy Drink,11/7/2021,Pepsi,Soft Drink,933,8017,5963,2054,Christopher Cole,Michigan,New Stephanie
0-670-53862-0,98915,Lemonade,9/28/2022,Coca-Cola,Soft Drink,333,4989,3930,1059,Jeffrey Oliver,Rhode Island,Mckayburgh
1-331-61322-1,89371,Herbal Tea,3/30/2020,Coca-Cola,Tea,613,1957,7634,-5677,Dustin Galloway,Kansas,Acevedoshire
0-600-07656-3,33460,Green Tea,5/28/2023,Coca-Cola,Tea,670,9978,1254,8724,Courtney Le,New York,Rayville
0-08-964078-0,87376,Beer,11/20/2020,Dr. Pepper,Alcoholic,217,7246,4436,2810,Wendy Smith,South Carolina,East William
1-361-52707-2,36563,Lemonade,8/4/2022,Coca-Cola,Soft Drink,232,4129,7402,-3273,Lauren Parker,Alaska,West Travis
1-61962-329-3,34537,Lemonade,4/27/2023,Pepsi,Soft Drink,137,7889,5933,1956,Kaitlyn Morrison,Nevada,Deanbury
1-4057-6117-2,62752,Black Tea,5/11/2022,Dr. Pepper,Tea,101,3278,5694,-2416,Kevin Stewart,Alaska,South Rachelmouth
0-624-62106-5,88094,Wine,11/2/2022,Dr. Pepper,Alcoholic,591,9644,5206,4438,Brendan Murphy,Massachusetts,Port Matthewfurt
0-335-85790-6,80928,Energy Drink,12/12/2020,Pepsi,Soft Drink,497,6735,5500,1235,Allison Woods,South Dakota,Port Kennethhaven
1-4081-6438-8,96891,Beer,6/18/2023,Dr. Pepper,Alcoholic,564,1601,7358,-5757,Carrie Navarro,Massachusetts,Sanchezland
1-4192-9403-2,57416,Herbal Tea,2/8/2023,Pepsi,Tea,691,7382,6395,987,Sydney Johnson,Indiana,West Brandon
1-82807-372-5,1035,Vodka,8/21/2022,Pepsi,Alcoholic,785,6612,6963,-351,Barbara Ward,Alabama,North Richard
1-08-234486-9,41821,Herbal Tea,10/26/2022,Coca-Cola,Tea,730,8986,7601,1385,James Torres,Ohio,Saraside
1-70887-429-1,20019,Cola,8/28/2022,Dr. Pepper,Soft Drink,862,6452,3547,2905,Destiny Rivera,Rhode Island,Deborahhaven
0-920533-25-6,5481,Cola,11/2/2021,Coca-Cola,Soft Drink,894,8177,2148,6029,Kristina Evans,Arizona,West Kenneth
1-82663-398-7,39050,Herbal Tea,11/14/2020,Dr. Pepper,Tea,990,9923,7097,2826,Natasha Gonzalez,Texas,New Saraside
1-81195-778-1,55380,Cola,8/24/2021,Pepsi,Soft Drink,304,7851,5051,2800,Amy Ray,Colorado,Whiteheadport
0-448-49454-X,49490,Energy Drink,9/21/2020,Dr. Pepper,Soft Drink,696,8561,1284,7277,Marie Williams,South Dakota,South Josephfurt
0-2283-0300-1,59499,Herbal Tea,11/7/2021,Dr. Pepper,Tea,197,8804,7459,1345,Tara Stone,Nebraska,Higginsberg
0-01-867246-9,48994,Lemonade,5/31/2023,Pepsi,Soft Drink,556,4885,6220,-1335,Jennifer Johnson,Alaska,Bryantburgh
1-00-840535-3,81479,Coffee,7/23/2022,Dr. Pepper,Coffee,791,1599,7594,-5995,David Olsen,Montana,Joyfurt
1-338-58777-3,79267,Wine,5/18/2020,Pepsi,Alcoholic,533,6298,5678,620,Shawn Green,Maine,Lake Jose
0-469-27202-3,33609,Beer,2/16/2021,Dr. Pepper,Alcoholic,167,4332,6212,-1880,Kevin Ewing,New Mexico,Lake Donnahaven
0-281-24575-4,59525,Herbal Tea,6/30/2023,Dr. Pepper,Tea,736,3900,3135,765,Mrs. Alexandra Kelly,Kansas,Robersonside
0-13-706824-7,55589,Herbal Tea,9/22/2020,Coca-Cola,Tea,662,5919,1281,4638,Sheila Garrett,Wisconsin,Lake Jeffrey
1-917508-66-2,19800,Lemonade,4/4/2021,Coca-Cola,Soft Drink,882,4172,6772,-2600,Paul Mann,Pennsylvania,South Anthony
0-675-82144-4,55057,Cola,3/19/2021,Dr. Pepper,Soft Drink,695,6274,6785,-511,Dustin Burton,Georgia,Websterland
1-81532-162-8,71169,Beer,1/6/2023,Coca-Cola,Alcoholic,948,9461,7013,2448,Philip Smith,Florida,Vincentville
0-570-12243-0,84066,Energy Drink,7/12/2023,Dr. Pepper,Soft Drink,917,1201,1751,-550,Michael Ferrell,Washington,Goodwinville
0-267-28193-5,19962,Coffee,6/18/2021,Pepsi,Coffee,844,4127,5589,-1462,Patricia Bauer,Florida,Oconnellfort
1-263-99935-2,20023,Herbal Tea,12/30/2021,Coca-Cola,Tea,298,4788,6095,-1307,Michael Thomas,Kentucky,New Ashleyburgh
1-06-588164-9,37785,Black Tea,1/27/2022,Dr. Pepper,Tea,184,8474,6035,2439,Kimberly Shaw,Oregon,West Jody
0-420-95842-8,20032,Coffee,9/29/2022,Pepsi,Coffee,633,4305,773,3532,Mary Thompson,Wyoming,Derrickville
0-281-92472-4,81146,Cola,10/13/2020,Coca-Cola,Soft Drink,329,1896,3628,-1732,Crystal Freeman,Delaware,Sheilaburgh
